report_id,title,ticker,date,pdf_url,download_path
bed57741a8262b9ecabbfd951aece59b,"Cập nhật KBC – KHẢ QUANTỔNG CÔNG TY PHÁT TRIỂN ĐÔ THỊ KINH BẮC – CTCP (KBC VN) KQKD Q3/2025 và 9T2025 tăng trưởng mạnh chủ yếu nhờ 85,6 ha đất bàn giao tại các cụm công nghiệp ở Hưng Yên.","KBC,KINH,KQKD,NGHI,TRI",25/11/2025,https://acbs.com.vn/acbsmedia/2025/11/KBC_Cap-nhat_25.11.2025.pdf,
a54895f6a57b60183c740cbcbbaa139d,Cập nhật HPG – MUACTCP TẬP ĐOÀN HÒA PHÁT (HSX: HPG) KQKD Q3/2025 và 9T2025 tiếp tục tăng trưởng và p,"HPG,KQKD",24/11/2025,https://acbs.com.vn/acbsmedia/2025/11/HPG_Cap-nhat-24.11.2025-1.pdf,
de3370148b2f874ca42b3fcd6d86b9dc,Cập nhật NLG – MUACTCP ĐẦU TƯ NAM LONG (HSX: NLG) KQKD Q3/2025 và 9T2025 khả quan nhờ số lượng sản phẩm bàn giao cao hơn. Giữ nguyên dự phóng năm 2025.,"KQKD,LONG,NGUY,NLG",24/11/2025,https://acbs.com.vn/acbsmedia/2025/11/NLG_Cap-Nhat-24.11.2025.pdf,
a0d860de4c7294e53ea2be7d028a6a82,"Báo cáo lần đầu BMP – MUABMP là doanh nghiệp đầu ngành trong lĩnh vực nhựa xây dựng tại Việt Nam, BM","BMP,NGHI",21/11/2025,https://acbs.com.vn/acbsmedia/2025/11/BMP_Bao-cao-lan-dau.pdf,
b20380813d81e4548a92b4d8253666e2,Cập nhật STB – Khả quan,STB,21/11/2025,https://acbs.com.vn/acbsmedia/2025/11/STB_cap-nhat_ACBS_21.11.2025-VN-1.pdf,
25cc2437f7eb214d6cc2a74d75b606f7,Báo cáo lần đầu NTC – MUA,NTC,13/11/2025,https://acbs.com.vn/acbsmedia/2025/11/NTC_by_ACBS_13.11.2025-VN-1.pdf,
9a6ca997868586fd0bcb716ae6806bd6,Cập nhật IDC – MUATỔNG CÔNG TY IDICO – CTCP (HNX: IDC) KQKD Q3/2025 vượt dự phóng do diện tích khu công nghiệp được bàn giao cao hơn dự kiến.,"IDC,KHU,KQKD,MUAT,NGHI",13/11/2025,https://acbs.com.vn/acbsmedia/2025/11/IDC-Cap-nhat_10.11.2025.pdf,
aef947e79bab3df9302a647d3623614a,"Cập nhật IMP – MUADoanh thu thuần và lợi nhuận sau thuế tăng lần lượt 5,3% và 6,2% svck trong Q3/2025, phù hợp với dự phóng của","IMP,NHU,SAU",11/11/2025,https://acbs.com.vn/acbsmedia/2025/11/IMP-by-ACBS_Update-_11.11.2025-VN.pdf,
4d5354c35496dacce978c137ac83dc85,"Cập nhật nhanh HHV – MUACTCP ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ (HSX: HHV) Lũy kế 9T2025, HHV ghi nhận","GHI,HHV",10/11/2025,https://acbs.com.vn/acbsmedia/2025/11/HHV_Cap-nhat-nhanh_10.11.2025.pdf,
34dec15b6e02111a0f1184a0092f3f2d,Cập nhật nhanh PC1 – MUAPC1 công bố kết quả kinh doanh (KQKD) Q3/2025 với doanh thu đạt 3.278 tỷ đồn,"KINH,KQKD",07/11/2025,https://acbs.com.vn/acbsmedia/2025/11/PC1_VN_FN_Q3_2025.pdf,
